time,asset_id,name,kpi,sum,avg,min,max
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,consumption_idle,0,0,0,0
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,cost,0,0,0,0
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,cost_working,0,0,0,0
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,cost_idle,0,0,0,0
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,good_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,bad_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-ha448od5d6bd,Medium Capacity Cutting Machine 1,average_cycle_time,,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,working_time,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,idle_time,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,offline_time,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,power,,"0,000134959312383068","0,0000384199471967106","0,000224533745267742"
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption_working,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption_idle,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost_working,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost_idle,0,0,0,0
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cycles,7867,1,0,2665
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,good_cycles,7780,329,0,2665
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,bad_cycles,87,7,0,4
2024-03-01T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,average_cycle_time,,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,working_time,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,idle_time,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,offline_time,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,power,,"0,000202836962629166","0,0000365167528760165","0,00010036259040739"
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption_working,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption_idle,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost_working,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost_idle,0,0,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cycles,148,1,0,62
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,good_cycles,136,27,0,62
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,bad_cycles,12,5,0,0
2024-03-02T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,average_cycle_time,,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,working_time,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,idle_time,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,offline_time,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,power,,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption_working,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,consumption_idle,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost_working,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cost_idle,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,good_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,bad_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-xpimckaf3dlf,Laser Cutter,average_cycle_time,,0,0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,working_time,0,0,0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,idle_time,0,0,0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,offline_time,0,0,0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption,"0,100265279934756","0,000536746372937011",0,"0,100265279934756"
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,power,,"0,0020084275473994",0,"0,072398811958191"
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption_working,"0,0717576523096745","0,000417964570355326",0,"0,0332932434504198"
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption_idle,"0,0285076276250817","0,00188562544285066","0,0000361087379691326","0,0324931846843547"
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost,0,"0,000259232375054207",0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost_working,0,0,0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost_idle,0,0,0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cycles,8672,1,0,18860
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,good_cycles,8672,653,0,18860
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,bad_cycles,0,0,0,0
2024-03-01T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,average_cycle_time,,0,0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,working_time,0,0,0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,idle_time,0,0,0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,offline_time,0,0,0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption,"0,017088293071106","0,000460154921946359",0,"0,017088293071106"
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,power,,"0,00103079283639851",0,"0,0518047088485892"
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption_working,"0,00933143319177993","0,000987079794700408",0,"0,0169032117615718"
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption_idle,"0,00775685987932608","0,000280209274176405","0,0000272085269987019","0,00250347398166123"
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost,0,"0,000306876525722671",0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost_working,0,0,0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost_idle,0,0,0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cycles,8281,1,0,1538
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,good_cycles,8281,422,0,1538
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,bad_cycles,0,0,0,0
2024-03-02T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,average_cycle_time,,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,working_time,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,idle_time,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,offline_time,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption,"0,00157368466983973","0,0000121463161918962",0,"0,00157368466983973"
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,power,,"0,0000231416278103996",0,"0,000256814521964852"
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption_working,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,consumption_idle,"0,00157368466983973","0,0000121463161918962","0,0000689381200161205","0,0000796300993025905"
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost,0,"0,00000823045902406862",0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost_working,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cost_idle,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,good_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,bad_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-6votor3o4i9l,Large Capacity Cutting Machine 2,average_cycle_time,,0,0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,working_time,0,0,0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,idle_time,0,0,0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,offline_time,0,0,0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption,"0,319928562252593","0,00605750406079038",0,"0,319928562252593"
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,power,,"0,00601144238049869","0,000198424616116328","0,0327386026123867"
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption_working,"0,267484583821326","0,00771269587985992","0,00000448691873178262","0,0211487228441029"
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption_idle,"0,0524439784312674","0,00289199768704006",0,"0,0147609619546639"
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost,0,"0,0031234966337949",0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost_working,0,0,0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost_idle,0,0,0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cycles,28086,1,0,24298
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,good_cycles,28086,0,0,24298
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,bad_cycles,0,0,0,0
2024-03-01T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,average_cycle_time,,0,0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,working_time,0,0,0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,idle_time,0,0,0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,offline_time,0,0,0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption,"0,0419797674710633","0,00302039295777979",0,"0,0419797674710633"
